# This file has been generated by fmt_t_leaf.py
#
# t_leaf: [°C] leaf temperature
#
when;rootstock;date;t_leaf
fall;berlandieri;2006-09-19 05:13:42;18.76517135209111
fall;berlandieri;2006-09-19 08:08:52;18.813555406649364
fall;berlandieri;2006-09-19 09:43:17;25.43808430069422
fall;berlandieri;2006-09-19 10:56:11;28.548871154101178
fall;berlandieri;2006-09-19 12:16:26;33.432779679723794
fall;berlandieri;2006-09-19 14:01:59;33.95515728551189
fall;berlandieri;2006-09-19 15:16:48;32.78618371800262
fall;berlandieri;2006-09-19 17:05:43;30.551724915734706
fall;riparia;2006-09-19 05:11:25;18.55722709883513
fall;riparia;2006-09-19 08:12:28;19.011044423089412
fall;riparia;2006-09-19 09:42:08;25.363247143613286
fall;riparia;2006-09-19 10:58:16;29.15887612037756
fall;riparia;2006-09-19 12:16:15;34.0327665348419
fall;riparia;2006-09-19 14:05:46;34.13430258040254
fall;riparia;2006-09-19 15:20:12;32.48984518984827
fall;riparia;2006-09-19 17:05:43;31.082905703362027
spring;berlandieri;2006-06-21 04:32:12;17.43283101476544
spring;berlandieri;2006-06-21 08:27:00;27.695832100190454
spring;berlandieri;2006-06-21 11:53:19;40.0938482341718
spring;berlandieri;2006-06-21 13:11:52;41.783468016518995
spring;berlandieri;2006-06-21 14:29:16;42.22623897317472
spring;berlandieri;2006-06-21 16:11:04;41.593921931068714
spring;berlandieri;2006-06-21 17:46:17;38.47084422420501
spring;berlandieri;2006-06-21 20:25:40;28.06469148612223
spring;riparia;2006-06-21 04:31:39;17.58017814037256
spring;riparia;2006-06-21 08:27:11;27.62685336028682
spring;riparia;2006-06-21 11:48:55;41.17370728059228
spring;riparia;2006-06-21 13:12:14;43.10405418491427
spring;riparia;2006-06-21 14:32:23;44.24738356570866
spring;riparia;2006-06-21 16:08:09;43.37187065280673
spring;riparia;2006-06-21 17:49:34;38.44097345239434
spring;riparia;2006-06-21 20:27:19;28.06293364984756
