# This file has been generated by fmt_diff_t_air_leaf.py
#
# diff_t_air_leaf: [°C] difference t_leaf - t_air
#
when;rootstock;date;diff_t_air_leaf
fall;berlandieri;2006-09-19 05:07:39;1.23179614601487
fall;berlandieri;2006-09-19 08:08:33;1.2791264756887393
fall;berlandieri;2006-09-19 09:38:19;-0.8698369690214012
fall;berlandieri;2006-09-19 10:59:36;0.19374745850756003
fall;berlandieri;2006-09-19 12:11:20;-0.5202744257520999
fall;berlandieri;2006-09-19 14:08:26;-1.221466332494801
fall;berlandieri;2006-09-19 15:18:31;-0.9185143700782961
fall;berlandieri;2006-09-19 17:07:35;0.23504748008593923
fall;riparia;2006-09-19 05:07:39;1.2299847383359923
fall;riparia;2006-09-19 08:10:47;1.2582157236238016
fall;riparia;2006-09-19 09:41:51;-0.9493516656234764
fall;riparia;2006-09-19 11:01:38;-0.21517589562362094
fall;riparia;2006-09-19 12:13:33;-0.4455374133718193
fall;riparia;2006-09-19 14:02:59;-1.0670553122467128
fall;riparia;2006-09-19 15:20:55;-0.9119533919303979
fall;riparia;2006-09-19 17:08:29;0.11704670968336206
spring;berlandieri;2006-06-21 04:27:06;1.874458100160671
spring;berlandieri;2006-06-21 08:26:11;0.9865565332658264
spring;berlandieri;2006-06-21 11:50:48;2.8035876892467275
spring;berlandieri;2006-06-21 13:16:06;2.4291970125064086
spring;berlandieri;2006-06-21 14:33:04;3.289541482577406
spring;berlandieri;2006-06-21 16:09:17;2.957710376973248
spring;berlandieri;2006-06-21 17:49:59;1.884481291272993
spring;berlandieri;2006-06-21 20:29:42;1.4936918393490721
spring;riparia;2006-06-21 04:32:52;1.9488919024472162
spring;riparia;2006-06-21 08:25:23;0.47936054610426293
spring;riparia;2006-06-21 11:51:16;1.114717006094823
spring;riparia;2006-06-21 13:11:08;1.4573476898573552
spring;riparia;2006-06-21 14:31:47;1.5474690138497889
spring;riparia;2006-06-21 16:11:23;1.4595846208450314
spring;riparia;2006-06-21 17:47:54;1.5437862957445647
spring;riparia;2006-06-21 20:25:31;1.3744909213728436
