# This file has been generated by fmt_ec.py
#
# ec: [mmol vine-1 s-1] whole plant transpiration
#
when;rootstock;date;ec
fall;berlandieri;2006-09-19 05:02:10;3.1584387999794927
fall;berlandieri;2006-09-19 08:00:53;5.705223612508284
fall;berlandieri;2006-09-19 09:44:38;13.66518898680767
fall;berlandieri;2006-09-19 10:53:28;16.512585917623824
fall;berlandieri;2006-09-19 14:02:05;13.283540167149571
fall;berlandieri;2006-09-19 15:16:53;18.086097628459704
fall;berlandieri;2006-09-19 17:02:10;14.153386114421053
fall;riparia;2006-09-19 05:00:43;1.8705876924534763
fall;riparia;2006-09-19 08:00:40;3.5598015844038144
fall;riparia;2006-09-19 09:46:11;6.334750650592788
fall;riparia;2006-09-19 10:53:14;9.96551038607048
fall;riparia;2006-09-19 14:02:15;8.84372050721666
fall;riparia;2006-09-19 15:16:28;8.988951859605095
fall;riparia;2006-09-19 17:03:28;8.943029551621557
spring;berlandieri;2006-06-21 04:29:17;1.1858725988482348
spring;berlandieri;2006-06-21 08:26:21;18.198153271302985
spring;berlandieri;2006-06-21 11:49:48;30.00209536815686
spring;berlandieri;2006-06-21 13:10:18;29.561881019666657
spring;berlandieri;2006-06-21 14:29:39;34.77947118149106
spring;berlandieri;2006-06-21 16:08:51;31.69175817375067
spring;berlandieri;2006-06-21 17:46:43;23.91506852102616
spring;berlandieri;2006-06-21 20:23:56;2.1536581914922763
spring;riparia;2006-06-21 04:29:58;0.4543869345703371
spring;riparia;2006-06-21 08:24:00;8.162462190279353
spring;riparia;2006-06-21 11:50:17;9.87525608562903
spring;riparia;2006-06-21 13:11:08;10.319560221508418
spring;riparia;2006-06-21 14:29:50;10.968026600501144
spring;riparia;2006-06-21 16:09:30;10.60746680916705
spring;riparia;2006-06-21 17:49:04;8.588978300052247
spring;riparia;2006-06-21 20:25:38;0.5947991919153637
