# This file has been generated by fmt_t_air.py
#
# t_air: [°C] temperature of atmosphere
#
when;date;t_air
fall;2006-09-19 00:59:51.247232765;12.756542750403192
fall;2006-09-19 02:00:59.520760103;12.008359077152932
fall;2006-09-19 02:59:33.443663445;11.327270977081017
fall;2006-09-19 04:02:18.111726244;10.548889971554814
fall;2006-09-19 04:59:56.112712424;10.317581329822406
fall;2006-09-19 06:01:10.245091359;9.988816553812605
fall;2006-09-19 07:02:24.374732513;10.80751142427113
fall;2006-09-19 08:01:50.441415070;15.015199663972272
fall;2006-09-19 09:01:16.510835409;18.323660317142796
fall;2006-09-19 09:58:54.511821588;20.949901231609527
fall;2006-09-19 11:00:53.910673565;25.275186093359363
fall;2006-09-19 12:00:37.507368635;28.90720525395771
fall;2006-09-19 12:59:00.769352295;31.537329552663877
fall;2006-09-19 14:07:09.760442158;32.639189156582106
fall;2006-09-19 14:59:21.423394370;33.504637147232216
fall;2006-09-19 16:00:36.264858615;33.649517223439176
fall;2006-09-19 17:00:01.614242518;33.6527113922449
fall;2006-09-19 17:57:38.897930045;31.14997171978416
fall;2006-09-19 19:00:41.085054233;28.45810429154711
fall;2006-09-19 20:00:07.869035444;24.084697380117518
fall;2006-09-19 21:01:22.718713032;19.46865325938125
fall;2006-09-19 22:06:13.688832251;17.30375546905861
fall;2006-09-19 22:58:26.069083116;16.247261783960603
fall;2006-09-19 23:59:40.193248707;15.142368316558454
spring;2006-06-21 01:04:03.228695697;14.359755778703615
spring;2006-06-21 02:02:38.170056957;13.67979688080542
spring;2006-06-21 03:06:18.757302769;13.339815604668
spring;2006-06-21 04:03:56.761030017;13.243655555941857
spring;2006-06-21 05:01:34.762019484;12.330128393353004
spring;2006-06-21 06:02:48.894401912;12.137807077775172
spring;2006-06-21 07:04:03.024046559;17.18625653373117
spring;2006-06-21 08:03:29.090732506;20.98461439311741
spring;2006-06-21 09:02:55.157418453;24.975293568081476
spring;2006-06-21 10:00:33.161145701;28.96597274304554
spring;2006-06-21 10:59:59.227831649;31.99504241661915
spring;2006-06-21 12:04:49.483393693;34.399066291907864
spring;2006-06-21 13:00:39.421424461;35.93764120178248
spring;2006-06-21 14:00:05.488110409;37.13965313942684
spring;2006-06-21 15:03:07.680713754;38.00510149577817
spring;2006-06-21 16:00:45.681703221;37.95702074053977
spring;2006-06-21 17:03:47.874306567;36.995411482774415
spring;2006-06-21 18:05:02.001213432;35.264514161008975
spring;2006-06-21 19:08:04.191078997;32.3796861440878
spring;2006-06-21 20:03:54.129109765;27.427397345920713
spring;2006-06-21 21:01:32.132837013;22.90783363952345
spring;2006-06-21 22:02:46.262481659;21.128856293394943
spring;2006-06-21 23:02:12.326429826;19.6864421631218
spring;2006-06-22 00:03:26.455253138;18.2921086662745
